index,host,source,sourcetype,"_raw","_time"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","125.89.78.6 - - [27/Jan/2020:00:03:27] ""POST /cart.do?action=purchase&itemId=EST-19&JSESSIONID=SD6SL9FF6ADFF47814 HTTP 1.1"" 200 2744 ""http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-19&categoryId=SIMULATION&productId=SC-MG-G10"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"" 656","2020-01-27T00:03:27.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","125.89.78.6 - - [27/Jan/2020:00:03:27] ""POST /cart/error.do?msg=CanNotGetCart&JSESSIONID=SD6SL9FF6ADFF47814 HTTP 1.1"" 200 1490 ""http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-19"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"" 876","2020-01-27T00:03:27.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","125.89.78.6 - - [27/Jan/2020:00:03:27] ""GET /oldlink?itemId=EST-16&JSESSIONID=SD6SL9FF6ADFF47814 HTTP 1.1"" 503 3447 ""http://www.buttercupgames.com/cart.do?action=view&itemId=EST-16"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"" 101","2020-01-27T00:03:27.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:29] ""POST /product.screen?productId=WC-SH-A02&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 1473 ""http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 827","2020-01-27T00:05:29.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:29] ""POST /cart.do?action=addtocart&itemId=EST-16&productId=WC-SH-A02&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 1512 ""http://www.buttercupgames.com/product.screen?productId=WC-SH-A02"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 548","2020-01-27T00:05:29.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:30] ""POST /cart.do?action=purchase&itemId=EST-16&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 1857 ""http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&categoryId=ACCESSORIES&productId=WC-SH-A02"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 671","2020-01-27T00:05:30.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:30] ""GET /product.screen?productId=BS-AG-G09&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 1848 ""http://www.buttercupgames.com/category.screen?categoryId=ARCADE"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 580","2020-01-27T00:05:30.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:30] ""POST /cart.do?action=addtocart&itemId=EST-12&productId=BS-AG-G09&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 3736 ""http://www.buttercupgames.com/product.screen?productId=BS-AG-G09"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 826","2020-01-27T00:05:30.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:30] ""GET /category.screen?categoryId=SHOOTER&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 963 ""http://www.buttercupgames.com/oldlink?itemId=EST-19"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 158","2020-01-27T00:05:30.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:31] ""POST /cart/success.do?JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 3334 ""http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-16"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 706","2020-01-27T00:05:31.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:31] ""POST /cart.do?action=purchase&itemId=EST-12&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 3727 ""http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&categoryId=ARCADE&productId=BS-AG-G09"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 454","2020-01-27T00:05:31.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:31] ""GET /category.screen?categoryId=SIMULATION&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 3640 ""http://www.buttercupgames.com/category.screen?categoryId=SIMULATION"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 166","2020-01-27T00:05:31.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:31] ""GET /oldlink?itemId=EST-19&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 3630 ""http://www.buttercupgames.com/product.screen?productId=DC-SG-G02"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 522","2020-01-27T00:05:31.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www2/access.log","access_combined_wcookie","89.167.143.32 - - [27/Jan/2020:00:05:33] ""GET /cart.do?action=addtocart&itemId=EST-6&productId=FS-SG-G03&JSESSIONID=SD10SL5FF7ADFF47817 HTTP 1.1"" 200 2547 ""http://www.buttercupgames.com/product.screen?productId=FS-SG-G03"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"" 359","2020-01-27T00:05:33.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:44] ""GET /oldlink?itemId=EST-15&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 1114 ""http://www.buttercupgames.com"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 534","2020-01-27T00:07:44.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:45] ""GET /product.screen?productId=WC-SH-A01&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 3885 ""http://www.buttercupgames.com/product.screen?productId=WC-SH-A01"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 826","2020-01-27T00:07:45.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:46] ""GET /cart.do?action=remove&itemId=EST-21&productId=FI-AG-G08&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 505 ""http://www.buttercupgames.com/product.screen?productId=FI-AG-G08"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 902","2020-01-27T00:07:46.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:46] ""GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 2620 ""http://www.buttercupgames.com/category.screen?categoryId=SIMULATION"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 994","2020-01-27T00:07:46.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:46] ""POST /cart.do?action=addtocart&itemId=EST-21&productId=SC-MG-G10&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 816 ""http://www.buttercupgames.com/product.screen?productId=SC-MG-G10"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 441","2020-01-27T00:07:46.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:47] ""POST /cart.do?action=purchase&itemId=EST-21&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 1787 ""http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-21&categoryId=SIMULATION&productId=SC-MG-G10"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 387","2020-01-27T00:07:47.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","58.68.236.98 - - [27/Jan/2020:00:07:47] ""POST /cart/error.do?msg=CanNotGetCart&JSESSIONID=SD6SL7FF5ADFF47826 HTTP 1.1"" 200 970 ""http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-21"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 580","2020-01-27T00:07:47.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:17] ""GET /category.screen?categoryId=ARCADE&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 200 2849 ""http://www.buttercupgames.com"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 680","2020-01-27T00:09:17.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:17] ""GET /product.screen?productId=CU-PG-G06&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 200 2200 ""http://www.buttercupgames.com/oldlink?itemId=EST-11"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 687","2020-01-27T00:09:17.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:17] ""GET /category.screen?categoryId=ARCADE&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 200 2225 ""http://www.buttercupgames.com/cart.do?action=view&itemId=EST-13&productId=MB-AG-G07"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 480","2020-01-27T00:09:17.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:18] ""GET /oldlink?itemId=EST-16&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 200 1470 ""http://www.buttercupgames.com/oldlink?itemId=EST-16"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 243","2020-01-27T00:09:18.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:19] ""GET /category.screen?categoryId=ARCADE&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 200 686 ""http://www.buttercupgames.com/oldlink?itemId=EST-11"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 642","2020-01-27T00:09:19.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:20] ""GET /oldlink?itemId=EST-17&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 500 1365 ""http://www.buttercupgames.com/category.screen?categoryId=NULL"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 306","2020-01-27T00:09:20.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www1/access.log","access_combined_wcookie","92.46.53.223 - - [27/Jan/2020:00:09:21] ""GET /cart.do?action=view&itemId=EST-6&productId=FI-AG-G08&JSESSIONID=SD8SL4FF2ADFF47836 HTTP 1.1"" 200 717 ""http://www.buttercupgames.com/category.screen?categoryId=ARCADE"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 841","2020-01-27T00:09:21.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:44] ""POST /category.screen?categoryId=ARCADE&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 2424 ""http://www.bing.com"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 260","2020-01-27T00:10:44.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:44] ""GET /oldlink?itemId=EST-11&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 406 1112 ""http://www.buttercupgames.com/cart.do?action=view&itemId=EST-11"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 680","2020-01-27T00:10:44.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:45] ""POST /product.screen?productId=WC-SH-G04&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 2980 ""http://www.buttercupgames.com/product.screen?productId=WC-SH-G04"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 608","2020-01-27T00:10:45.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:45] ""GET /oldlink?itemId=EST-7&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 1970 ""http://www.buttercupgames.com/product.screen?productId=BS-AG-G09"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 242","2020-01-27T00:10:45.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:46] ""GET /oldlink?itemId=EST-18&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 2669 ""http://www.buttercupgames.com/category.screen?categoryId=SPORTS"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 953","2020-01-27T00:10:46.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:46] ""POST /product.screen?productId=DB-SG-G01&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 1361 ""http://www.buttercupgames.com/product.screen?productId=DB-SG-G01"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 819","2020-01-27T00:10:46.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:46] ""GET /oldlink?itemId=EST-19&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 406 ""http://www.buttercupgames.com/oldlink?itemId=EST-19"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 415","2020-01-27T00:10:46.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:47] ""GET /oldlink?itemId=EST-21&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 895 ""http://www.buttercupgames.com/cart.do?action=view&itemId=EST-21&productId=WC-SH-G04"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 889","2020-01-27T00:10:47.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","217.15.20.146 - - [27/Jan/2020:00:10:47] ""GET /category.screen?categoryId=SHOOTER&JSESSIONID=SD10SL3FF1ADFF47845 HTTP 1.1"" 200 3686 ""http://www.buttercupgames.com/category.screen?categoryId=SHOOTER"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"" 285","2020-01-27T00:10:47.000+0530"
main,"DESKTOP-M0DLDHS","tutorialdata.zip:.\www3/access.log","access_combined_wcookie","78.111.167.117 - - [27/Jan/2020:00:11:57] ""GET /oldlink?itemId=EST-13&JSESSIONID=SD6SL6FF7ADFF47862 HTTP 1.1"" 200 2518 ""http://www.google.com"" ""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"" 505","2020-01-27T00:11:57.000+0530"
